win,kills,assists,deaths,damage,heal,mitig,hero_ana,hero_ashe,hero_baptiste,hero_bastion,hero_brigitte,hero_cassidy,hero_doomfist,hero_dva,hero_echo,hero_freja,hero_genji,hero_hanzo,hero_hazard,hero_illari,hero_junker_queen,hero_junkrat,hero_juno,hero_kiriko,hero_lifeweaver,hero_lucio,hero_mauga,hero_mei,hero_mercy,hero_moira,hero_orisa,hero_pharah,hero_ramattra,hero_reaper,hero_reinhardt,hero_roadhog,hero_sigma,hero_sojourn,hero_soldier,hero_sombra,hero_symmetra,hero_torbjorn,hero_tracer,hero_venture,hero_widowmaker,hero_winston,hero_wrecking_ball,hero_wuyang,hero_zarya,hero_zenyatta,hero_unknown,role_tank,role_damage,role_support,role_unknown,match_total_kills,match_total_deaths,match_total_damage,match_total_heal,kill_share_match,death_share_match,damage_share_match,heal_share_match,kp_share_match,team_total_kills,team_total_deaths,team_total_damage,team_total_heal,kill_share_team,death_share_team,damage_share_team,heal_share_team,kp_share_team,kills_per_death,damage_per_kill,damage_per_death,heal_per_death,mitig_per_death,kda
1,12,29,3,2892,10515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,71,69039,38809,0.08,0.04225352112676056,0.041889366879589794,0.27094230719678425,0.2733333333333333,88,27,39392,17640,0.13636363636363635,0.1111111111111111,0.07341592201462226,0.5960884353741497,0.4659090909090909,4.0,241.0,964.0,3505.0,0.0,13.666666666666666
1,12,21,7,3602,6991,311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,71,69039,38809,0.08,0.09859154929577464,0.05217340923246281,0.18013862763791905,0.22,88,27,39392,17640,0.13636363636363635,0.25925925925925924,0.09143988627132413,0.3963151927437642,0.375,1.7142857142857142,300.1666666666667,514.5714285714286,998.7142857142857,44.42857142857143,4.714285714285714
0,20,3,8,12769,0,5699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150,71,69039,38809,0.13333333333333333,0.11267605633802817,0.1849534321180782,0.0,0.15333333333333332,62,44,29647,21169,0.3225806451612903,0.18181818181818182,0.43070125139137183,0.0,0.3709677419354839,2.5,638.45,1596.125,0.0,712.375,2.875
0,19,0,8,7181,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,71,69039,38809,0.12666666666666668,0.11267605633802817,0.10401367343095931,0.0114148779922183,0.12666666666666668,62,44,29647,21169,0.3064516129032258,0.18181818181818182,0.24221675043006038,0.02092682696395673,0.3064516129032258,2.375,377.94736842105266,897.625,55.375,0.0,2.375
0,12,5,12,6289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,71,69039,38809,0.08,0.16901408450704225,0.0910934399397442,0.0,0.11333333333333333,62,44,29647,21169,0.1935483870967742,0.2727272727272727,0.21212938914561338,0.0,0.27419354838709675,1.0,524.0833333333334,524.0833333333334,0.0,0.0,1.4166666666666667
0,5,19,6,703,9857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,71,69039,38809,0.03333333333333333,0.08450704225352113,0.010182650386013702,0.2539874771315932,0.16,62,44,29647,21169,0.08064516129032258,0.13636363636363635,0.023712348635612373,0.46563370966980017,0.3870967741935484,0.8333333333333334,140.6,117.16666666666667,1642.8333333333333,0.0,4.0
0,6,17,10,2705,10869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,71,69039,38809,0.04,0.14084507042253522,0.03918075290777676,0.28006390270298126,0.15333333333333332,62,44,29647,21169,0.0967741935483871,0.22727272727272727,0.09124026039734205,0.5134394633662431,0.3709677419354839,0.6,450.8333333333333,270.5,1086.9,0.0,2.3
1,11,2,6,7454,1704,2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106,47,51884,27477,0.10377358490566038,0.1276595744680851,0.14366664096831394,0.06201550387596899,0.12264150943396226,76,16,31621,13140,0.14473684210526316,0.375,0.23572942032193794,0.12968036529680366,0.17105263157894737,1.8333333333333333,677.6363636363636,1242.3333333333333,284.0,429.8333333333333,2.1666666666666665
1,19,7,3,5456,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106,47,51884,27477,0.1792452830188679,0.06382978723404255,0.10515765939403285,0.03744950322087564,0.24528301886792453,76,16,31621,13140,0.25,0.1875,0.17254356282217514,0.07831050228310503,0.34210526315789475,6.333333333333333,287.1578947368421,1818.6666666666667,343.0,0.0,8.666666666666666
1,21,0,3,9684,114,298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106,47,51884,27477,0.19811320754716982,0.06382978723404255,0.18664713591858761,0.004148924555082432,0.19811320754716982,76,16,31621,13140,0.27631578947368424,0.1875,0.30625217418803957,0.008675799086757991,0.27631578947368424,7.0,461.14285714285717,3228.0,38.0,99.33333333333333,7.0
1,6,17,3,2327,5140,2624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,47,51884,27477,0.05660377358490566,0.06382978723404255,0.04485005011178783,0.1870655457291553,0.2169811320754717,76,16,31621,13140,0.07894736842105263,0.1875,0.07359033553651055,0.3911719939117199,0.3026315789473684,2.0,387.8333333333333,775.6666666666666,1713.3333333333333,874.6666666666666,7.666666666666667
1,19,11,1,6700,5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,47,51884,27477,0.1792452830188679,0.02127659574468085,0.129134222496338,0.18753866870473487,0.2830188679245283,76,16,31621,13140,0.25,0.0625,0.21188450713133677,0.3921613394216134,0.39473684210526316,19.0,352.63157894736844,6700.0,5153.0,0.0,30.0
0,5,2,8,6153,1854,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106,47,51884,27477,0.04716981132075472,0.1702127659574468,0.11859147328656233,0.0674746151326564,0.0660377358490566,30,31,20263,14337,0.16666666666666666,0.25806451612903225,0.3036569116122983,0.1293157564344005,0.23333333333333334,0.625,1230.6,769.125,231.75,277.625,0.875
0,7,2,4,3900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106,47,51884,27477,0.0660377358490566,0.0851063829787234,0.07516768175159973,0.0,0.08490566037735849,30,31,20263,14337,0.23333333333333334,0.12903225806451613,0.19246903222622513,0.0,0.3,1.75,557.1428571428571,975.0,0.0,0.0,2.25
0,6,0,5,3198,326,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106,47,51884,27477,0.05660377358490566,0.10638297872340426,0.06163749903631177,0.011864468464533973,0.05660377358490566,30,31,20263,14337,0.2,0.16129032258064516,0.1578246064255046,0.02273836925437679,0.2,1.2,533.0,639.6,65.2,3.0,1.2
0,7,8,6,3596,7162,664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,47,51884,27477,0.0660377358490566,0.1276595744680851,0.06930845732788528,0.2606543654693016,0.14150943396226415,30,31,20263,14337,0.23333333333333334,0.1935483870967742,0.1774663179193604,0.4995466276068913,0.5,1.1666666666666667,513.7142857142857,599.3333333333334,1193.6666666666667,110.66666666666667,2.5
0,5,5,8,3416,4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,47,51884,27477,0.04716981132075472,0.1702127659574468,0.06583917970858068,0.1817884048476908,0.09433962264150944,30,31,20263,14337,0.16666666666666666,0.25806451612903225,0.16858313181661155,0.3483992467043315,0.3333333333333333,0.625,683.2,427.0,624.375,0.0,1.25
1,8,0,4,10113,170,10590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,47,63199,36310,0.08163265306122448,0.0851063829787234,0.16001835472080256,0.00468190581107133,0.08163265306122448,50,22,36125,16434,0.16,0.18181818181818182,0.2799446366782007,0.01034440793476938,0.16,2.0,1264.125,2528.25,42.5,2647.5,2.0
