filename,value,stat_key,team,slot_index,src_team_dir,src_image
000102_red_2_kills.png,10,kills,red,2,blue,2025-11-25 030317.png
000103_red_2_assists.png,1,assists,red,2,blue,2025-11-25 030317.png
000104_red_2_deaths.png,11,deaths,red,2,blue,2025-11-25 030317.png
000105_red_2_damage.png,5718,damage,red,2,blue,2025-11-25 030317.png
000106_red_2_heal.png,0,heal,red,2,blue,2025-11-25 030317.png
000107_red_2_mitig.png,0,mitig,red,2,blue,2025-11-25 030317.png
000108_red_3_kills.png,9,kills,red,3,blue,2025-11-25 030317.png
000109_red_3_assists.png,6,assists,red,3,blue,2025-11-25 030317.png
000110_red_3_deaths.png,4,deaths,red,3,blue,2025-11-25 030317.png
000111_red_3_damage.png,4210,damage,red,3,blue,2025-11-25 030317.png
000112_red_3_heal.png,9287,heal,red,3,blue,2025-11-25 030317.png
000113_red_3_mitig.png,547,mitig,red,3,blue,2025-11-25 030317.png
000114_red_4_kills.png,7,kills,red,4,blue,2025-11-25 030317.png
000115_red_4_assists.png,16,assists,red,4,blue,2025-11-25 030317.png
000116_red_4_deaths.png,5,deaths,red,4,blue,2025-11-25 030317.png
000117_red_4_damage.png,3530,damage,red,4,blue,2025-11-25 030317.png
000118_red_4_heal.png,6856,heal,red,4,blue,2025-11-25 030317.png
000119_red_4_mitig.png,0,mitig,red,4,blue,2025-11-25 030317.png
000120_blue_0_kills.png,28,kills,blue,0,blue,2025-11-25 030348.png
000121_blue_0_assists.png,10,assists,blue,0,blue,2025-11-25 030348.png
000122_blue_0_deaths.png,5,deaths,blue,0,blue,2025-11-25 030348.png
000123_blue_0_damage.png,8993,damage,blue,0,blue,2025-11-25 030348.png
000124_blue_0_heal.png,204,heal,blue,0,blue,2025-11-25 030348.png
000125_blue_0_mitig.png,4904,mitig,blue,0,blue,2025-11-25 030348.png
000126_blue_1_kills.png,20,kills,blue,1,blue,2025-11-25 030348.png
000127_blue_1_assists.png,4,assists,blue,1,blue,2025-11-25 030348.png
000128_blue_1_deaths.png,6,deaths,blue,1,blue,2025-11-25 030348.png
000129_blue_1_damage.png,11275,damage,blue,1,blue,2025-11-25 030348.png
000130_blue_1_heal.png,0,heal,blue,1,blue,2025-11-25 030348.png
000131_blue_1_mitig.png,0,mitig,blue,1,blue,2025-11-25 030348.png
000132_blue_2_kills.png,30,kills,blue,2,blue,2025-11-25 030348.png
000133_blue_2_assists.png,0,assists,blue,2,blue,2025-11-25 030348.png
000134_blue_2_deaths.png,7,deaths,blue,2,blue,2025-11-25 030348.png
000135_blue_2_damage.png,10372,damage,blue,2,blue,2025-11-25 030348.png
000136_blue_2_heal.png,2208,heal,blue,2,blue,2025-11-25 030348.png
000137_blue_2_mitig.png,0,mitig,blue,2,blue,2025-11-25 030348.png
000138_blue_3_kills.png,16,kills,blue,3,blue,2025-11-25 030348.png
000139_blue_3_assists.png,16,assists,blue,3,blue,2025-11-25 030348.png
000140_blue_3_deaths.png,4,deaths,blue,3,blue,2025-11-25 030348.png
000141_blue_3_damage.png,4935,damage,blue,3,blue,2025-11-25 030348.png
000142_blue_3_heal.png,7183,heal,blue,3,blue,2025-11-25 030348.png
000143_blue_3_mitig.png,0,mitig,blue,3,blue,2025-11-25 030348.png
000144_blue_4_kills.png,10,kills,blue,4,blue,2025-11-25 030348.png
000145_blue_4_assists.png,15,assists,blue,4,blue,2025-11-25 030348.png
000146_blue_4_deaths.png,5,deaths,blue,4,blue,2025-11-25 030348.png
000147_blue_4_damage.png,2895,damage,blue,4,blue,2025-11-25 030348.png
000148_blue_4_heal.png,6298,heal,blue,4,blue,2025-11-25 030348.png
000149_blue_4_mitig.png,261,mitig,blue,4,blue,2025-11-25 030348.png
000150_red_0_kills.png,18,kills,red,0,blue,2025-11-25 030348.png
000151_red_0_assists.png,5,assists,red,0,blue,2025-11-25 030348.png
000152_red_0_deaths.png,9,deaths,red,0,blue,2025-11-25 030348.png
000153_red_0_damage.png,9568,damage,red,0,blue,2025-11-25 030348.png
000154_red_0_heal.png,2359,heal,red,0,blue,2025-11-25 030348.png
000155_red_0_mitig.png,3177,mitig,red,0,blue,2025-11-25 030348.png
000156_red_1_kills.png,8,kills,red,1,blue,2025-11-25 030348.png
000157_red_1_assists.png,2,assists,red,1,blue,2025-11-25 030348.png
000158_red_1_deaths.png,11,deaths,red,1,blue,2025-11-25 030348.png
000159_red_1_damage.png,4275,damage,red,1,blue,2025-11-25 030348.png
000160_red_1_heal.png,73,heal,red,1,blue,2025-11-25 030348.png
000161_red_1_mitig.png,169,mitig,red,1,blue,2025-11-25 030348.png
000162_red_2_kills.png,21,kills,red,2,blue,2025-11-25 030348.png
000163_red_2_assists.png,0,assists,red,2,blue,2025-11-25 030348.png
000164_red_2_deaths.png,8,deaths,red,2,blue,2025-11-25 030348.png
000165_red_2_damage.png,9814,damage,red,2,blue,2025-11-25 030348.png
000166_red_2_heal.png,1818,heal,red,2,blue,2025-11-25 030348.png
000167_red_2_mitig.png,0,mitig,red,2,blue,2025-11-25 030348.png
000168_red_3_kills.png,6,kills,red,3,blue,2025-11-25 030348.png
000169_red_3_assists.png,11,assists,red,3,blue,2025-11-25 030348.png
000170_red_3_deaths.png,7,deaths,red,3,blue,2025-11-25 030348.png
000171_red_3_damage.png,3612,damage,red,3,blue,2025-11-25 030348.png
000172_red_3_heal.png,4669,heal,red,3,blue,2025-11-25 030348.png
000173_red_3_mitig.png,330,mitig,red,3,blue,2025-11-25 030348.png
000174_red_4_kills.png,8,kills,red,4,blue,2025-11-25 030348.png
000175_red_4_assists.png,14,assists,red,4,blue,2025-11-25 030348.png
000176_red_4_deaths.png,9,deaths,red,4,blue,2025-11-25 030348.png
000177_red_4_damage.png,3749,damage,red,4,blue,2025-11-25 030348.png
000178_red_4_heal.png,9717,heal,red,4,blue,2025-11-25 030348.png
000179_red_4_mitig.png,0,mitig,red,4,blue,2025-11-25 030348.png
000180_blue_0_kills.png,27,kills,blue,0,blue,blue_2025-11-26_01-27-13.png
000181_blue_0_assists.png,3,assists,blue,0,blue,blue_2025-11-26_01-27-13.png
000182_blue_0_deaths.png,6,deaths,blue,0,blue,blue_2025-11-26_01-27-13.png
000183_blue_0_damage.png,17417,damage,blue,0,blue,blue_2025-11-26_01-27-13.png
000184_blue_0_heal.png,0,heal,blue,0,blue,blue_2025-11-26_01-27-13.png
000185_blue_0_mitig.png,7907,mitig,blue,0,blue,blue_2025-11-26_01-27-13.png
000186_blue_1_kills.png,18,kills,blue,1,blue,blue_2025-11-26_01-27-13.png
000187_blue_1_assists.png,0,assists,blue,1,blue,blue_2025-11-26_01-27-13.png
000188_blue_1_deaths.png,8,deaths,blue,1,blue,blue_2025-11-26_01-27-13.png
000189_blue_1_damage.png,7290,damage,blue,1,blue,blue_2025-11-26_01-27-13.png
000190_blue_1_heal.png,134,heal,blue,1,blue,blue_2025-11-26_01-27-13.png
000191_blue_1_mitig.png,2473,mitig,blue,1,blue,blue_2025-11-26_01-27-13.png
000192_blue_2_kills.png,19,kills,blue,2,blue,blue_2025-11-26_01-27-13.png
000193_blue_2_assists.png,10,assists,blue,2,blue,blue_2025-11-26_01-27-13.png
000194_blue_2_deaths.png,3,deaths,blue,2,blue,blue_2025-11-26_01-27-13.png
000195_blue_2_damage.png,8191,damage,blue,2,blue,blue_2025-11-26_01-27-13.png
000196_blue_2_heal.png,0,heal,blue,2,blue,blue_2025-11-26_01-27-13.png
000197_blue_2_mitig.png,0,mitig,blue,2,blue,blue_2025-11-26_01-27-13.png
000198_blue_3_kills.png,12,kills,blue,3,blue,blue_2025-11-26_01-27-13.png
000199_blue_3_assists.png,29,assists,blue,3,blue,blue_2025-11-26_01-27-13.png
000200_blue_3_deaths.png,3,deaths,blue,3,blue,blue_2025-11-26_01-27-13.png
000201_blue_3_damage.png,2892,damage,blue,3,blue,blue_2025-11-26_01-27-13.png
000202_blue_3_heal.png,10515,heal,blue,3,blue,blue_2025-11-26_01-27-13.png
000203_blue_3_mitig.png,0,mitig,blue,3,blue,blue_2025-11-26_01-27-13.png
000204_blue_4_kills.png,12,kills,blue,4,blue,blue_2025-11-26_01-27-13.png
000205_blue_4_assists.png,21,assists,blue,4,blue,blue_2025-11-26_01-27-13.png
000206_blue_4_deaths.png,7,deaths,blue,4,blue,blue_2025-11-26_01-27-13.png
000207_blue_4_damage.png,3602,damage,blue,4,blue,blue_2025-11-26_01-27-13.png
000208_blue_4_heal.png,6991,heal,blue,4,blue,blue_2025-11-26_01-27-13.png
000209_blue_4_mitig.png,311,mitig,blue,4,blue,blue_2025-11-26_01-27-13.png
000210_red_0_kills.png,20,kills,red,0,blue,blue_2025-11-26_01-27-13.png
000211_red_0_assists.png,3,assists,red,0,blue,blue_2025-11-26_01-27-13.png
000212_red_0_deaths.png,8,deaths,red,0,blue,blue_2025-11-26_01-27-13.png
000213_red_0_damage.png,12769,damage,red,0,blue,blue_2025-11-26_01-27-13.png
000214_red_0_heal.png,0,heal,red,0,blue,blue_2025-11-26_01-27-13.png
000215_red_0_mitig.png,5699,mitig,red,0,blue,blue_2025-11-26_01-27-13.png
000216_red_1_kills.png,19,kills,red,1,blue,blue_2025-11-26_01-27-13.png
000217_red_1_assists.png,0,assists,red,1,blue,blue_2025-11-26_01-27-13.png
000218_red_1_deaths.png,8,deaths,red,1,blue,blue_2025-11-26_01-27-13.png
000219_red_1_damage.png,7181,damage,red,1,blue,blue_2025-11-26_01-27-13.png
000220_red_1_heal.png,443,heal,red,1,blue,blue_2025-11-26_01-27-13.png
000221_red_1_mitig.png,0,mitig,red,1,blue,blue_2025-11-26_01-27-13.png
000222_red_2_kills.png,12,kills,red,2,blue,blue_2025-11-26_01-27-13.png
000223_red_2_assists.png,5,assists,red,2,blue,blue_2025-11-26_01-27-13.png
000224_red_2_deaths.png,12,deaths,red,2,blue,blue_2025-11-26_01-27-13.png
000225_red_2_damage.png,6289,damage,red,2,blue,blue_2025-11-26_01-27-13.png
000226_red_2_heal.png,0,heal,red,2,blue,blue_2025-11-26_01-27-13.png
000227_red_2_mitig.png,0,mitig,red,2,blue,blue_2025-11-26_01-27-13.png
000228_red_3_kills.png,5,kills,red,3,blue,blue_2025-11-26_01-27-13.png
000229_red_3_assists.png,19,assists,red,3,blue,blue_2025-11-26_01-27-13.png
000230_red_3_deaths.png,6,deaths,red,3,blue,blue_2025-11-26_01-27-13.png
000231_red_3_damage.png,703,damage,red,3,blue,blue_2025-11-26_01-27-13.png
000232_red_3_heal.png,9857,heal,red,3,blue,blue_2025-11-26_01-27-13.png
000233_red_3_mitig.png,0,mitig,red,3,blue,blue_2025-11-26_01-27-13.png
000234_red_4_kills.png,6,kills,red,4,blue,blue_2025-11-26_01-27-13.png
000235_red_4_assists.png,17,assists,red,4,blue,blue_2025-11-26_01-27-13.png
000236_red_4_deaths.png,10,deaths,red,4,blue,blue_2025-11-26_01-27-13.png
000237_red_4_damage.png,2705,damage,red,4,blue,blue_2025-11-26_01-27-13.png
000238_red_4_heal.png,10869,heal,red,4,blue,blue_2025-11-26_01-27-13.png
000239_red_4_mitig.png,0,mitig,red,4,blue,blue_2025-11-26_01-27-13.png
000240_blue_0_kills.png,11,kills,blue,0,blue,blue_2025-11-26_01-27-41.png
000241_blue_0_assists.png,2,assists,blue,0,blue,blue_2025-11-26_01-27-41.png
000242_blue_0_deaths.png,6,deaths,blue,0,blue,blue_2025-11-26_01-27-41.png
000243_blue_0_damage.png,7454,damage,blue,0,blue,blue_2025-11-26_01-27-41.png
000244_blue_0_heal.png,1704,heal,blue,0,blue,blue_2025-11-26_01-27-41.png
000245_blue_0_mitig.png,2579,mitig,blue,0,blue,blue_2025-11-26_01-27-41.png
000246_blue_1_kills.png,19,kills,blue,1,blue,blue_2025-11-26_01-27-41.png
000247_blue_1_assists.png,7,assists,blue,1,blue,blue_2025-11-26_01-27-41.png
000248_blue_1_deaths.png,3,deaths,blue,1,blue,blue_2025-11-26_01-27-41.png
000249_blue_1_damage.png,5456,damage,blue,1,blue,blue_2025-11-26_01-27-41.png
000250_blue_1_heal.png,1029,heal,blue,1,blue,blue_2025-11-26_01-27-41.png
000251_blue_1_mitig.png,0,mitig,blue,1,blue,blue_2025-11-26_01-27-41.png
000252_blue_2_kills.png,21,kills,blue,2,blue,blue_2025-11-26_01-27-41.png
000253_blue_2_assists.png,0,assists,blue,2,blue,blue_2025-11-26_01-27-41.png
000254_blue_2_deaths.png,3,deaths,blue,2,blue,blue_2025-11-26_01-27-41.png
000255_blue_2_damage.png,9684,damage,blue,2,blue,blue_2025-11-26_01-27-41.png
000256_blue_2_heal.png,114,heal,blue,2,blue,blue_2025-11-26_01-27-41.png
000257_blue_2_mitig.png,298,mitig,blue,2,blue,blue_2025-11-26_01-27-41.png
000258_blue_3_kills.png,6,kills,blue,3,blue,blue_2025-11-26_01-27-41.png
000259_blue_3_assists.png,17,assists,blue,3,blue,blue_2025-11-26_01-27-41.png
000260_blue_3_deaths.png,3,deaths,blue,3,blue,blue_2025-11-26_01-27-41.png
000261_blue_3_damage.png,2327,damage,blue,3,blue,blue_2025-11-26_01-27-41.png
000262_blue_3_heal.png,5140,heal,blue,3,blue,blue_2025-11-26_01-27-41.png
000263_blue_3_mitig.png,2624,mitig,blue,3,blue,blue_2025-11-26_01-27-41.png
000264_blue_4_kills.png,19,kills,blue,4,blue,blue_2025-11-26_01-27-41.png
000265_blue_4_assists.png,11,assists,blue,4,blue,blue_2025-11-26_01-27-41.png
000266_blue_4_deaths.png,1,deaths,blue,4,blue,blue_2025-11-26_01-27-41.png
000267_blue_4_damage.png,6700,damage,blue,4,blue,blue_2025-11-26_01-27-41.png
000268_blue_4_heal.png,5153,heal,blue,4,blue,blue_2025-11-26_01-27-41.png
000269_blue_4_mitig.png,0,mitig,blue,4,blue,blue_2025-11-26_01-27-41.png
000270_red_0_kills.png,5,kills,red,0,blue,blue_2025-11-26_01-27-41.png
000271_red_0_assists.png,2,assists,red,0,blue,blue_2025-11-26_01-27-41.png
000272_red_0_deaths.png,8,deaths,red,0,blue,blue_2025-11-26_01-27-41.png
000273_red_0_damage.png,6153,damage,red,0,blue,blue_2025-11-26_01-27-41.png
000274_red_0_heal.png,1854,heal,red,0,blue,blue_2025-11-26_01-27-41.png
000275_red_0_mitig.png,2221,mitig,red,0,blue,blue_2025-11-26_01-27-41.png
000276_red_1_kills.png,7,kills,red,1,blue,blue_2025-11-26_01-27-41.png
000277_red_1_assists.png,2,assists,red,1,blue,blue_2025-11-26_01-27-41.png
000278_red_1_deaths.png,4,deaths,red,1,blue,blue_2025-11-26_01-27-41.png
000279_red_1_damage.png,3900,damage,red,1,blue,blue_2025-11-26_01-27-41.png
000280_red_1_heal.png,0,heal,red,1,blue,blue_2025-11-26_01-27-41.png
000281_red_1_mitig.png,0,mitig,red,1,blue,blue_2025-11-26_01-27-41.png
000282_red_2_kills.png,6,kills,red,2,blue,blue_2025-11-26_01-27-41.png
000283_red_2_assists.png,0,assists,red,2,blue,blue_2025-11-26_01-27-41.png
000284_red_2_deaths.png,5,deaths,red,2,blue,blue_2025-11-26_01-27-41.png
000285_red_2_damage.png,3198,damage,red,2,blue,blue_2025-11-26_01-27-41.png
000286_red_2_heal.png,326,heal,red,2,blue,blue_2025-11-26_01-27-41.png
000287_red_2_mitig.png,15,mitig,red,2,blue,blue_2025-11-26_01-27-41.png
000288_red_3_kills.png,7,kills,red,3,blue,blue_2025-11-26_01-27-41.png
000289_red_3_assists.png,8,assists,red,3,blue,blue_2025-11-26_01-27-41.png
000290_red_3_deaths.png,6,deaths,red,3,blue,blue_2025-11-26_01-27-41.png
000291_red_3_damage.png,3596,damage,red,3,blue,blue_2025-11-26_01-27-41.png
000292_red_3_heal.png,7162,heal,red,3,blue,blue_2025-11-26_01-27-41.png
000293_red_3_mitig.png,664,mitig,red,3,blue,blue_2025-11-26_01-27-41.png
000294_red_4_kills.png,5,kills,red,4,blue,blue_2025-11-26_01-27-41.png
000295_red_4_assists.png,5,assists,red,4,blue,blue_2025-11-26_01-27-41.png
000296_red_4_deaths.png,8,deaths,red,4,blue,blue_2025-11-26_01-27-41.png
000297_red_4_damage.png,3416,damage,red,4,blue,blue_2025-11-26_01-27-41.png
000298_red_4_heal.png,4995,heal,red,4,blue,blue_2025-11-26_01-27-41.png
000299_red_4_mitig.png,0,mitig,red,4,blue,blue_2025-11-26_01-27-41.png
000300_blue_0_kills.png,8,kills,blue,0,blue,blue_2025-11-26_01-28-03.png
000301_blue_0_assists.png,0,assists,blue,0,blue,blue_2025-11-26_01-28-03.png
000302_blue_0_deaths.png,4,deaths,blue,0,blue,blue_2025-11-26_01-28-03.png
000303_blue_0_damage.png,10113,damage,blue,0,blue,blue_2025-11-26_01-28-03.png
000304_blue_0_heal.png,170,heal,blue,0,blue,blue_2025-11-26_01-28-03.png
000305_blue_0_mitig.png,10590,mitig,blue,0,blue,blue_2025-11-26_01-28-03.png
000306_blue_1_kills.png,14,kills,blue,1,blue,blue_2025-11-26_01-28-03.png
000307_blue_1_assists.png,3,assists,blue,1,blue,blue_2025-11-26_01-28-03.png
000308_blue_1_deaths.png,4,deaths,blue,1,blue,blue_2025-11-26_01-28-03.png
000309_blue_1_damage.png,6754,damage,blue,1,blue,blue_2025-11-26_01-28-03.png
000310_blue_1_heal.png,0,heal,blue,1,blue,blue_2025-11-26_01-28-03.png
000311_blue_1_mitig.png,0,mitig,blue,1,blue,blue_2025-11-26_01-28-03.png
000312_blue_2_kills.png,10,kills,blue,2,blue,blue_2025-11-26_01-28-03.png
000313_blue_2_assists.png,3,assists,blue,2,blue,blue_2025-11-26_01-28-03.png
000314_blue_2_deaths.png,5,deaths,blue,2,blue,blue_2025-11-26_01-28-03.png
000315_blue_2_damage.png,8110,damage,blue,2,blue,blue_2025-11-26_01-28-03.png
000316_blue_2_heal.png,20,heal,blue,2,blue,blue_2025-11-26_01-28-03.png
000317_blue_2_mitig.png,636,mitig,blue,2,blue,blue_2025-11-26_01-28-03.png
000318_blue_3_kills.png,9,kills,blue,3,blue,blue_2025-11-26_01-28-03.png
000319_blue_3_assists.png,6,assists,blue,3,blue,blue_2025-11-26_01-28-03.png
000320_blue_3_deaths.png,3,deaths,blue,3,blue,blue_2025-11-26_01-28-03.png
000321_blue_3_damage.png,8105,damage,blue,3,blue,blue_2025-11-26_01-28-03.png
000322_blue_3_heal.png,9413,heal,blue,3,blue,blue_2025-11-26_01-28-03.png
000323_blue_3_mitig.png,0,mitig,blue,3,blue,blue_2025-11-26_01-28-03.png
000324_blue_4_kills.png,9,kills,blue,4,blue,blue_2025-11-26_01-28-03.png
000325_blue_4_assists.png,9,assists,blue,4,blue,blue_2025-11-26_01-28-03.png
000326_blue_4_deaths.png,6,deaths,blue,4,blue,blue_2025-11-26_01-28-03.png
000327_blue_4_damage.png,3043,damage,blue,4,blue,blue_2025-11-26_01-28-03.png
000328_blue_4_heal.png,6831,heal,blue,4,blue,blue_2025-11-26_01-28-03.png
000329_blue_4_mitig.png,382,mitig,blue,4,blue,blue_2025-11-26_01-28-03.png
000330_red_0_kills.png,15,kills,red,0,blue,blue_2025-11-26_01-28-03.png
000331_red_0_assists.png,9,assists,red,0,blue,blue_2025-11-26_01-28-03.png
000332_red_0_deaths.png,6,deaths,red,0,blue,blue_2025-11-26_01-28-03.png
000333_red_0_damage.png,10548,damage,red,0,blue,blue_2025-11-26_01-28-03.png
000334_red_0_heal.png,3678,heal,red,0,blue,blue_2025-11-26_01-28-03.png
000335_red_0_mitig.png,4924,mitig,red,0,blue,blue_2025-11-26_01-28-03.png
000336_red_1_kills.png,11,kills,red,1,blue,blue_2025-11-26_01-28-03.png
000337_red_1_assists.png,2,assists,red,1,blue,blue_2025-11-26_01-28-03.png
000338_red_1_deaths.png,5,deaths,red,1,blue,blue_2025-11-26_01-28-03.png
000339_red_1_damage.png,7385,damage,red,1,blue,blue_2025-11-26_01-28-03.png
000340_red_1_heal.png,0,heal,red,1,blue,blue_2025-11-26_01-28-03.png
